canonical_name,match_type,tiers_present,total_mentions,document_count,profiles_present,covered,excluded,unknown,phrase_count,sentence_count,parent_headers
Hyperbaric oxygenation (therapy given in a pressure chamber),exact,2,9,9,ppo_medical,9,0,0,9,0,Hospital Services
"One exam per member, per calendar year",exact,2,9,9,ppo_medical,9,0,0,9,0,Preventive Care Services
"Harvesting (including peripheral blood stem cell pheresis) and storage of the donor’s bone marrow, peripheral blood stem cell and/or umbilical cord blood, if the donor is",exact,2,9,9,ppo_medical,9,0,0,0,9,Transplant Services
Therapy that is performed without a physical therapy treatment plan,exact,2,9,9,ppo_medical,0,9,0,9,0,Physical Therapy
Alveoplasty,exact,3,9,9,ppo_medical,0,0,9,9,0,Speech Language Therapy | Surgery
Birthing center,exact,3,9,9,ppo_medical,0,0,9,9,0,Medical Supplies
Frequency,exact,"1,3",8,4,vision,4,0,4,8,0,Frequency
Eye Exam,exact,"1,3",8,4,vision,4,0,4,8,0,Frequency
Biomicroscopic evaluation,exact,"2,3",8,4,vision,4,0,4,8,0,Contact Lenses | Frames | Lenses
Fluorescein evaluation,exact,"2,3",8,4,vision,4,0,4,8,0,Contact Lenses | Frames | Lenses
Cornea evaluation,exact,"2,3",8,4,vision,4,0,4,8,0,Contact Lenses | Frames | Lenses
Lens tolerance tests,exact,"2,3",8,4,vision,4,0,4,8,0,Contact Lenses | Frames | Lenses
Psychiatric care – It includes a p sychiatrist’s direct or consulting services. The psychiatrist must be licensed in the state of practice.,exact,2,8,8,ppo_medical,8,0,0,0,8,Autism Spectrum Disorders
"Drugs, biologicals and solutions, including drugs taken home",exact,2,8,8,ppo_medical,8,0,0,8,0,Behavioral Health Services (Mental Health and Substance Use Disorder)
By a lab at your in- network physician’s direction.,exact,2,8,8,ppo_medical,8,0,0,8,0,Diagnostic Services
"To avoid out-of-network cost share, obtain your prescribed durable medical equipment, prosthetics, orthotics, and medical supplies from an in-network provider. Contact Customer",exact,2,8,8,ppo_medical,8,0,0,0,8,Durable Medical Equipment
Newborn examination given by a physician other than the anesthesiologist or the birth parent’s attending physician,exact,2,8,8,ppo_medical,8,0,0,0,8,Maternity Care
"One per member, per calendar year, when prescribed by a physician",exact,2,8,8,ppo_medical,8,0,0,0,8,Preventive Care Services
One per member per calendar year to screen for breast cancer,exact,2,8,8,ppo_medical,8,0,0,0,8,Preventive Care Services
Subsequent medically necessary mammographies performed during the same calendar year by an in-network or out-of-network provider are subject to your deductible and coinsurance requirements.,exact,2,8,8,ppo_medical,8,0,0,0,8,Preventive Care Services
"One screening colonoscopy once per member per calendar year, when performed by an in- network provider. This service is not subject to any deductible, coinsurance or copayment requirements.",exact,2,8,8,ppo_medical,8,0,0,0,8,Preventive Care Services
Allogeneic Oncology Clinical Trials,exact,3,8,8,ppo_medical,0,0,8,8,0,Oncology Clinical Trials
Autism Benefit Maximums,exact,3,8,8,ppo_medical,0,0,8,8,0,Autism Spectrum Disorders
Autism Covered Services,exact,3,8,8,ppo_medical,0,0,8,8,0,Audiologist Services
Autism Limitations and Exclusions,exact,3,8,8,ppo_medical,0,0,8,8,0,Autism Spectrum Disorders
Prior Authorization,exact,3,8,8,ppo_medical,0,0,8,8,0,Prescription Drugs
Controlled Substances,exact,3,8,8,ppo_medical,0,0,8,0,8,
Cosmetic Drugs,exact,3,8,8,ppo_medical,0,0,8,0,8,
Medically necessary and appropriate,exact,2,8,8,ppo_medical,8,0,0,8,0,Autism Spectrum Disorders
Comprehensive and focused on managing and improving the symptoms directly related to a member’s autism spectrum disorder,exact,2,8,8,ppo_medical,8,0,0,0,8,Autism Spectrum Disorders
Deemed safe and effective by BCBSM,exact,2,8,8,ppo_medical,8,0,0,8,0,Autism Spectrum Disorders
"Inpatient and Outpatient Consultations: If a physician needs help diagnosing or treating a member’s condition, we pay for inpatient and outpatient consultations. They must be provided by a professional provider who has the skills or knowledge needed for the consultations.",exact,2,8,8,ppo_medical,8,0,0,0,8,Professional Services
Lenticular aspheric myodisc,exact,"2,3",7,4,vision,4,0,3,7,0,Eye Exam | Lenses
Aphakic,exact,"2,3",7,4,vision,4,0,3,7,0,Eye Exam | Lenses
Lenticular aphakic,exact,"2,3",7,4,vision,4,0,3,7,0,Eye Exam | Lenses
Lenticular aspheric aphakic,exact,"2,3",7,4,vision,4,0,3,7,0,Eye Exam | Lenses
"A primary care physician office, home, online, virtual or outpatient visit",exact,2,7,7,"csr_rider,ppo_medical",7,0,0,0,7,BCBSM PPO In-Network Providers | Copayment Requirements
"A mental health or substance use disorder visit (office, virtual or online visit)",exact,2,7,7,"csr_rider,ppo_medical",7,0,0,0,7,BCBSM PPO In-Network Providers | Copayment Requirements
Chemotherapeutic drugs.,exact,2,7,7,ppo_medical,7,0,0,7,0,Oncology Clinical Trials
"If you need another colonoscopy in the same calendar year, you will have to pay your deductible and coinsurance. It can be done by an in-network or out-of-network provider.",exact,2,7,7,ppo_medical,7,0,0,0,7,Preventive Care Services
"Chemotherapeutic drugs. If Michigan law requires it, we cover these drugs and the reasonable cost of giving them.",exact,2,7,7,ppo_medical,7,0,0,0,7,Oncology Clinical Trials
"Elective abortion (also known as termination of pregnancy) - Services, devices, drugs or other substances for which federal funding is not available, no matter the location.",exact,2,7,7,ppo_medical,0,7,0,0,7,Prescription Drugs
"Prescription drug services for the treatment of gender dysphoria that are considered by BCBSM to be cosmetic, or prescription drug treatment that is experimental or investigational.",exact,2,7,7,ppo_medical,0,7,0,0,7,Prescription Drugs
A licensed behavior analyst (LBA),exact,2,7,7,ppo_medical,7,0,0,7,0,Autism Spectrum Disorders
The provider must request and receive preapproval for inpatient services,exact,2,7,7,ppo_medical,7,0,0,0,7,Long-Term Acute Care Hospital Services
Blood tests to evaluate donors (if not covered by t he potential donor’s insurance),exact,2,7,7,ppo_medical,7,0,0,0,7,Oncology Clinical Trials
Lid evaluation,exact,"2,3",6,4,vision,4,0,2,6,0,Contact Lenses | Frames | Lenses
Assignment,exact,3,6,6,"dental,vision",0,0,6,0,6,
Changes in Your Address,exact,3,6,6,"dental,vision",0,0,6,0,6,
Changes in Your Family,exact,3,6,6,"dental,vision",0,0,6,0,6,
Changing Your Coverage,exact,3,6,6,"dental,vision",0,0,6,0,6,
Deductible,exact,3,6,6,"dental,vision",0,0,6,0,6,
Effective Date,exact,3,6,6,"dental,vision",0,0,6,0,6,
Entire Contract Changes,exact,3,6,6,"dental,vision",0,0,6,0,6,
First Priority Security Interest,exact,3,6,6,"dental,vision",0,0,6,0,6,
"Fraud, Waste and Abuse",exact,3,6,6,"dental,vision",0,0,6,0,6,
Grace Period,exact,3,6,6,"dental,vision",0,0,6,0,6,
Grievance and Appeals Process,exact,3,6,6,"dental,vision",0,0,6,0,6,
How to Terminate Your Coverage,exact,3,6,6,"dental,vision",0,0,6,0,6,
"If services in a member’s home are billed by a home health care agency, they will not count toward the visit maximums.",exact,2,6,6,ppo_medical,6,0,0,0,6,Home Health Care Services
Blood glucose monitors,exact,2,6,6,ppo_medical,6,0,0,6,0,Outpatient Diabetes Management Program | Outpatient Diabetes Management Program (ODMP)
Blood glucose monitors for the legally blind,exact,2,6,6,ppo_medical,6,0,0,6,0,Outpatient Diabetes Management Program | Outpatient Diabetes Management Program (ODMP)
Insulin pumps,exact,2,6,6,ppo_medical,6,0,0,6,0,Outpatient Diabetes Management Program | Outpatient Diabetes Management Program (ODMP)
Test strips for glucose monitors,exact,2,6,6,ppo_medical,6,0,0,6,0,Outpatient Diabetes Management Program | Outpatient Diabetes Management Program (ODMP)
Visual reading and urine test strips,exact,2,6,6,ppo_medical,6,0,0,6,0,Outpatient Diabetes Management Program | Outpatient Diabetes Management Program (ODMP)
Lancets,exact,2,6,6,ppo_medical,6,0,0,6,0,Outpatient Diabetes Management Program | Outpatient Diabetes Management Program (ODMP)
Spring-powered lancet devices,exact,2,6,6,ppo_medical,6,0,0,6,0,Outpatient Diabetes Management Program | Outpatient Diabetes Management Program (ODMP)
Syringes,exact,2,6,6,ppo_medical,6,0,0,6,0,Outpatient Diabetes Management Program | Outpatient Diabetes Management Program (ODMP)
Insulin,exact,2,6,6,ppo_medical,6,0,0,6,0,Outpatient Diabetes Management Program | Outpatient Diabetes Management Program (ODMP)
Medical supplies required for the use of an insulin pump,exact,2,6,6,ppo_medical,6,0,0,6,0,Outpatient Diabetes Management Program | Outpatient Diabetes Management Program (ODMP)
Nonexperimental drugs to control blood sugar,exact,2,6,6,ppo_medical,6,0,0,6,0,Outpatient Diabetes Management Program | Outpatient Diabetes Management Program (ODMP)
"Medication prescribed by a podiatric physician, M.D. or D.O. that is used to treat foot ailments, infections and other medical conditions of the foot, ankle or nails associated with diabetes",exact,2,6,6,ppo_medical,6,0,0,0,6,Outpatient Diabetes Management Program | Outpatient Diabetes Management Program (ODMP)
Diabetic specialty shoes,exact,2,6,6,ppo_medical,6,0,0,6,0,Outpatient Diabetes Management Program | Outpatient Diabetes Management Program (ODMP)
Specialty drugs obtained from any provider other than exclusive pharmacy network for specialty drug.,exact,2,6,6,ppo_medical,0,6,0,0,6,Prescription Drugs
Blue Cross Blue Shield Global Core Program,exact,3,6,6,ppo_medical,0,0,6,0,6,
Coinsurance Requirements,exact,3,6,6,"dental,ppo_medical",0,0,6,0,6,
Certain drugs that may not be covered based on recommendations from BCBSM,exact,2,6,6,ppo_medical,0,6,0,0,6,Prescription Drugs
"Labeled FDA-approved as defined under the amended Food, Drug and Cosmetic Act and",exact,2,6,6,ppo_medical,6,0,0,0,6,Prescription Drugs
Used during an inpatient hospital stay or dispensed when part of covered outpatient services,exact,2,6,6,ppo_medical,6,0,0,0,6,Prescription Drugs
In a participating freestanding ambulatory surgery facility when directly related to surgery (see,exact,2,6,6,ppo_medical,6,0,0,0,6,Prescription Drugs
In a participating freestanding ESRD facility in conjunction with dialysis services (see,exact,2,6,6,ppo_medical,6,0,0,0,6,Prescription Drugs
In a participating skilled nursing facility (see,exact,2,6,6,ppo_medical,6,0,0,6,0,Prescription Drugs
As part of home health services when services are provided by a participating hospital (see,exact,2,6,6,ppo_medical,6,0,0,0,6,Prescription Drugs
When required for infusion therapy (see,exact,2,6,6,ppo_medical,6,0,0,0,6,Prescription Drugs
In a participating hospice for the comfort of the member (see,exact,2,6,6,ppo_medical,6,0,0,0,6,Prescription Drugs
In a participating residential or outpatient substance abuse treatment facility (see,exact,2,6,6,ppo_medical,6,0,0,0,6,Prescription Drugs
Chemical profile,exact,2,6,6,ppo_medical,6,0,0,6,0,Preventive Care Services
Cholesterol testing,exact,2,6,6,ppo_medical,6,0,0,6,0,Preventive Care Services
By a lab at your physician’s direction.,exact,2,6,6,ppo_medical,6,0,0,6,0,Diagnostic Services
The member is receiving skilled nursing care or physical therapy or speech language therapy,exact,2,6,6,ppo_medical,6,0,0,0,6,Home Health Care Services
Myodisc,exact,"2,3",5,4,vision,4,0,1,5,0,Lenses
Lenticular myodisc,exact,"2,3",5,4,vision,4,0,1,5,0,Lenses
Changes to Your Certificate,exact,3,5,5,"dental,vision",0,0,5,0,5,
Enforceability of Various Provisions,exact,3,5,5,"dental,vision",0,0,5,0,5,
Expedited External Review Process,exact,3,5,5,"dental,vision",0,0,5,0,5,
Expedited Internal Review Process,exact,3,5,5,"dental,vision",0,0,5,0,5,
Blood tests to evaluate donors (if not covered by the potential donor’s insurance),exact,2,5,5,ppo_medical,5,0,0,0,5,Oncology Clinical Trials
Therapy that is performed without a physical therapy treatment,exact,2,5,5,ppo_medical,0,5,0,5,0,Physical Therapy
Autism Coverage Requirements,exact,3,5,5,ppo_medical,0,0,5,5,0,Autism Spectrum Disorders
Immunizations. We pay for vaccines against infection during the first 24 months after a transplant as recommended by the ACIP (Advisory Committee on Immunization Practices).,exact,2,5,5,ppo_medical,5,0,0,0,5,Oncology Clinical Trials
"Non-specialty drugs obtained from out-of-network mail order providers, including Internet providers.",exact,2,5,5,ppo_medical,0,5,0,2,3,Prescription Drugs
Specialty drugs dispensed by a participating mail order provider. Specialty drugs may only be obtained from the exclusive pharmacy network for specialty drugs. See specialty drugs within your certificate for more information.,exact,2,5,5,ppo_medical,0,5,0,0,5,Prescription Drugs
Specialty drugs obtained outside our exclusive pharmacy network for specialty drugs,exact,2,5,5,ppo_medical,0,5,0,0,5,Prescription Drugs
Prescriptions for quantities of 84 through 90 days that are not provided by a 90-Day Retail,exact,2,5,5,ppo_medical,0,5,0,0,5,Prescription Drugs
"More than the quantities allowed per prescription of select drugs by BCBSM, unless the prescriber obtains prior authorization from BCBSM. A list of drugs that may have quantity limits is available at the BCBSM website at https://www.bcbsm.com/2026-select-ppo-druglist",exact,2,5,5,ppo_medical,0,5,0,0,5,Prescription Drugs
Any drug we think is experimental or investigational.,exact,2,5,5,ppo_medical,0,5,0,5,0,Prescription Drugs
State-controlled drugs,exact,2,5,5,ppo_medical,0,5,0,5,0,Prescription Drugs
Any covered drug entirely consumed at the time and place of the prescription,exact,2,5,5,ppo_medical,0,5,0,0,5,Prescription Drugs
Administration of covered drugs except for select immunization vaccines,exact,2,5,5,ppo_medical,0,5,0,5,0,Prescription Drugs
Anything other than covered drugs and services,exact,2,5,5,ppo_medical,0,5,0,5,0,Prescription Drugs
Diagnostic agents,exact,2,5,5,ppo_medical,0,5,0,5,0,Prescription Drugs
"Drugs that are not labeled “FDA approved,"" except for insulin, or such drugs that BCBSM designates as covered",exact,2,5,5,ppo_medical,0,5,0,0,5,Prescription Drugs
Covered drugs or services that are covered under a medical benefit in a BCBSM certificate you have,exact,2,5,5,ppo_medical,0,5,0,0,5,Prescription Drugs
"Drugs or services obtained before the effective date of this contract, or after the contract ends",exact,2,5,5,ppo_medical,0,5,0,0,5,Prescription Drugs
Claims for covered drugs or services submitted after the applicable time limit for filing claims,exact,2,5,5,ppo_medical,0,5,0,0,5,Prescription Drugs
Support garments or other nonmedical items,exact,2,5,5,ppo_medical,0,5,0,5,0,Prescription Drugs
Compounded drugs that contain any bulk chemical powders or ingredients that are not approved by BCBSM,exact,2,5,5,ppo_medical,0,5,0,0,5,Prescription Drugs
Over the counter drugs unless coverage is required under the Patient Protection and Affordable,exact,2,5,5,ppo_medical,0,5,0,0,5,Prescription Drugs
"Prescription drugs with comparable products available over-the-counter, including but not limited to, cough/cold products",exact,2,5,5,ppo_medical,0,5,0,0,5,Prescription Drugs
"Lifestyle drugs, such as but not limited to drugs used for weight loss or erectile dysfunction",exact,2,5,5,ppo_medical,0,5,0,0,5,Prescription Drugs
Compounded hormones,exact,2,5,5,ppo_medical,0,5,0,5,0,Prescription Drugs
Select high abuse drugs,exact,2,5,5,ppo_medical,0,5,0,5,0,Prescription Drugs
Dietary supplements,exact,2,5,5,ppo_medical,0,5,0,5,0,Prescription Drugs
Drugs newly approved by the FDA until review and coverage determination by BCBSM,exact,2,5,5,ppo_medical,0,5,0,0,5,Prescription Drugs
Non-self-administered injectable drugs (except for select immunization vaccines),exact,2,5,5,ppo_medical,0,5,0,5,0,Prescription Drugs
Marijuana (cannabis); medical or otherwise,exact,2,5,5,ppo_medical,0,5,0,5,0,Prescription Drugs
Injectable/Infused Drugs,exact,2,5,5,ppo_medical,5,0,0,5,0,Prescription Drugs
Transplant surgery and related services performed in a nondesignated facility,exact,2,5,5,ppo_medical,0,5,0,5,0,Transplant Services
Autologous Oncology Clinical Trials,exact,3,5,5,ppo_medical,0,0,5,5,0,Oncology Clinical Trials
Bone Marrow Transplants,exact,3,5,5,ppo_medical,0,0,5,5,0,Temporary Benefits | Transplant Services
"Interdisciplinary Evaluation – An interdisciplinary evaluation must occur before a member will be approved for ABA treatment. The interdisciplinary team must include, but is not limited to, a physician, behavior health specialist, and a speech-language specialist. A BCBSM-approved autism evaluation center can perform this evaluation and",exact,2,5,5,ppo_medical,5,0,0,0,5,Autism Spectrum Disorders
"Prior Authorization – Autism spectrum disorder services must be authorized by BCBSM before treatment is given. If not, you will have to pay for it. See Section 7 for the definition of autism spectrum disorder services which includes a list of service types that require prior authorization.",exact,2,5,5,ppo_medical,5,0,0,0,5,Autism Spectrum Disorders
Transplants or related services rendered at a non-designated cancer center or its affiliate,exact,2,5,5,ppo_medical,0,5,0,0,5,Oncology Clinical Trials
Copayment Requirements,exact,3,5,5,"ppo_medical,vision",0,0,5,0,5,
History,exact,2,4,4,vision,4,0,0,4,0,Eye Exam
Testing of visual acuity,exact,2,4,4,vision,4,0,0,4,0,Eye Exam
External exams of the eye,exact,2,4,4,vision,4,0,0,4,0,Eye Exam
Binocular measure,exact,2,4,4,vision,4,0,0,4,0,Eye Exam
Ophthalmoscopic examinations,exact,2,4,4,vision,4,0,0,4,0,Eye Exam
Tonometry (test for glaucoma) when indicated,exact,2,4,4,vision,4,0,0,0,4,Eye Exam
"Medication for dilating the pupils and desensitizing the eyes for tonometry, if necessary",exact,2,4,4,vision,4,0,0,0,4,Eye Exam
Summary of findings,exact,2,4,4,vision,4,0,0,4,0,Eye Exam
Lenses,exact,1,4,4,vision,4,0,0,4,0,
"Lenses may be molded or ground, glass or plastic.",exact,2,4,4,vision,4,0,0,4,0,Lenses
The lenses may be colorless or have rose tints #1 or #2 if therapeutically necessary. The provider may charge you for additional tinting other than for necessary rose tints #1 or #2.,exact,2,4,4,vision,4,0,0,0,4,Lenses
The lens blank of a standard lens must not exceed 60 mm in diameter. The provider may charge you for the difference in cost between standard and oversize lenses.,exact,2,4,4,vision,4,0,0,0,4,Lenses
Frames,exact,1,4,4,vision,4,0,0,4,0,
Contact Lenses,exact,1,4,4,vision,4,0,0,4,0,
Ophthalmoscopy,exact,2,4,4,vision,4,0,0,4,0,Contact Lenses
Tear test,exact,2,4,4,vision,4,0,0,4,0,Contact Lenses
Pupil evaluation,exact,2,4,4,vision,4,0,0,4,0,Contact Lenses
They are the only way to correct vision to 20/70 in the better eye or,exact,2,4,4,vision,4,0,0,0,4,Contact Lenses
"They are the only effective treatment to correct keratoconus, irregular astigmatism or irregular corneal curvature.",exact,2,4,4,vision,4,0,0,0,4,Contact Lenses
Antireflective Lenses,fuzzy,"2,3",4,3,vision,1,0,3,4,0,Contact Lenses | Lenses
Broken or Lost Lenses or Frames,exact,3,4,4,vision,0,0,4,4,0,Contact Lenses
Coating/Laminating,exact,3,4,4,vision,0,0,4,4,0,Contact Lenses
Eligibility,exact,3,4,4,vision,0,0,4,0,4,
Experimental and Investigational Treatment,exact,3,4,4,vision,0,0,4,0,4,
Experimental or Investigational Services,exact,3,4,4,vision,0,0,4,0,4,
Experimental Treatment,exact,3,4,4,vision,0,0,4,0,4,
General conditions of Your Contract,exact,3,4,4,vision,0,0,4,0,4,
How to Reach VSP,exact,3,4,4,vision,0,0,4,0,4,
Emergency dental care is the treatment of accidental injuries within 24 hours of the injury. This is to relieve pain and discomfort. We also pay for follow-up treatment completed within six months of the injury.,exact,2,4,4,ppo_medical,4,0,0,0,4,Dental Services
"Inpatient and Outpatient Consultations: If a physician needs help diagnosing or treating a member ’s condition, we pay for inpatient and outpatient consultations. They must be provided by a professional provider who has the skills or knowledge needed for the case.",exact,2,4,4,ppo_medical,4,0,0,0,4,Professional Services
Accidental Dental Injury,exact,3,4,4,ppo_medical,0,0,4,1,3,Contraceptive Services
Blue Cross Blue Shield Global Core,exact,3,4,4,ppo_medical,0,0,4,0,4,
Contraceptive Devices,exact,3,4,4,ppo_medical,0,0,4,0,4,
Cosmetic Surgery,exact,3,4,4,ppo_medical,0,0,4,4,0,Surgery
Psychiatric care – It includes a psychiatrist’s direct or consulting services. The psychiatrist must be licensed in the state of practice.,exact,2,4,4,ppo_medical,4,0,0,0,4,Autism Spectrum Disorders
The member is receiving skilled nursing care or physical therapy or speech language therapy services,exact,2,4,4,ppo_medical,4,0,0,0,4,Home Health Care Services
Newborn examination given by a physician other than the anesthesiologist or the attending physician of the birth parent,exact,2,4,4,ppo_medical,4,0,0,0,4,Maternity Care
"each visit, including",exact,2,4,4,ppo_medical,4,0,0,4,0,BCBSM PPO In-Network Providers
"To avoid out-of-network cost share, obtain your prescribed durable medical equipment and prosthetics, orthotics and medical supplies from an in-network provider. Contact Customer",exact,2,4,4,ppo_medical,4,0,0,0,4,Durable Medical Equipment
Billed by the contracted specialty pharmacy provider and administered by a physician,exact,2,4,4,ppo_medical,4,0,0,0,4,Prescription Drugs
Certified Nurse Anesthetist (CRNA),exact,3,4,4,ppo_medical,0,0,4,4,0,Ambulance Services
Preauthorization,exact,3,4,4,ppo_medical,0,0,4,4,0,Prescription Drugs
Contraceptive Mobile App,exact,2,4,4,ppo_medical,4,0,0,4,0,Preventive Care Services
"Additional Counseling and Screening Services, including but not limited to",exact,2,4,4,ppo_medical,4,0,0,4,0,Preventive Care Services
Genetic counselling and breast cancer genetic testing (BRCA),exact,2,4,4,ppo_medical,4,0,0,4,0,Preventive Care Services
Rh(D) incompatibility screening,exact,2,4,4,ppo_medical,4,0,0,4,0,Preventive Care Services
Cervical cancer screening,exact,2,4,4,ppo_medical,4,0,0,4,0,Preventive Care Services
Sexually transmitted infection screening,exact,2,4,4,ppo_medical,4,0,0,4,0,Preventive Care Services
HIV counseling and screening,exact,2,4,4,ppo_medical,4,0,0,4,0,Preventive Care Services
HPV screening,exact,2,4,4,ppo_medical,4,0,0,4,0,Preventive Care Services
Eight visits for children from birth through 12 months,exact,2,4,4,ppo_medical,4,0,0,4,0,Preventive Care Services
Six visits for children 13 months through 23 months,exact,2,4,4,ppo_medical,4,0,0,4,0,Preventive Care Services
Six visits for children 24 months through 35 months,exact,2,4,4,ppo_medical,4,0,0,4,0,Preventive Care Services
Two visits for children 36 months through 47 months,exact,2,4,4,ppo_medical,4,0,0,4,0,Preventive Care Services
"Well-child visits after 47 months are limited to one per member, per calendar year under your health maintenance exam benefit.",exact,2,4,4,ppo_medical,4,0,0,0,4,Preventive Care Services
We pay for local anesthesia only when needed as part of infusion therapy done in an office.,exact,2,4,4,ppo_medical,4,0,0,0,4,Anesthesiology Services
Diagnostic Observation Schedule,exact,3,4,4,ppo_medical,0,0,4,0,4,
For bone marrow transplants,exact,3,4,4,ppo_medical,0,0,4,4,0,Transplant Services
For oncology clinical trials,exact,3,4,4,ppo_medical,0,0,4,4,0,Oncology Clinical Trials
Infusion pumps,exact,3,4,4,ppo_medical,0,0,4,4,0,Cardiac Rehabilitation
Spectrum Disorders,exact,3,4,3,ppo_medical,0,0,4,3,1,Audiologist Services
Diagnostic and preventive services,exact,"2,3",4,2,dental,2,0,2,4,0,Class I – Diagnostic and Preventive Services
Class II – Basic Services,exact,"1,3",4,2,dental,2,0,2,4,0,Class I – Diagnostic and Preventive Services
Emergency palliative treatment,exact,"2,3",4,2,dental,2,0,2,4,0,Class I – Diagnostic and Preventive Services | Class II – Basic Services
Class III – Major Services,exact,"1,3",4,2,dental,2,0,2,4,0,Class II – Basic Services
Complete dentures,exact,"2,3",4,2,dental,2,0,2,2,2,Class III – Major Services
One eye exam every 12 months,exact,2,3,3,vision,3,0,0,3,0,Frequency
One pair of frames every 12 months,fuzzy,2,3,3,vision,3,0,0,3,0,Frequency
"Lenses must be equal in quality to the first-quality lens series made by American Optical, Bausch &",exact,2,3,3,vision,3,0,0,0,3,Lenses
The lens blank must meet Z80.1 or Z80.2 standards of the American National Standards Institute.,exact,2,3,3,vision,3,0,0,0,3,Lenses
"If only one lens is needed, we pay half the amount we pay per pair.",exact,2,3,3,vision,3,0,0,0,3,Lenses
Aphakic Lenses,exact,3,3,3,vision,0,0,3,0,3,
Blended Lenses,exact,3,3,3,vision,0,0,3,3,0,Contact Lenses
Copayment Amount,exact,3,3,3,vision,0,0,3,0,3,
Improper Use of Contract,exact,3,3,3,vision,0,0,3,0,3,
In Network Providers - Copayments,exact,3,3,3,vision,0,0,3,0,3,
Applied spectrum disorder services including applied behavior analysis (ABA) is covered subject to the following requirements,exact,2,3,3,ppo_medical,3,0,0,0,3,Autism Spectrum Disorders
Continuous cycling peritoneal dialysis (limited to 14 dialysis treatments per month) and self-dialysis training with the number of training sessions limited according to Medicare guidelines,exact,2,3,3,ppo_medical,3,0,0,0,3,Dialysis Services
Services must be medically necessary . Refer to Section 7 for the definition of “medically necessary.”,exact,2,3,3,ppo_medical,3,0,0,0,3,Optometrist Services
Administered by the physician or un der the physician’s supervision,exact,2,3,3,ppo_medical,3,0,0,0,3,Prescription Drugs
"Harvesting (including peripheral blood stem cell pheresi s) and storage of the donor’s bone marrow, peripheral blood stem cell and/or umbilical cord blood, if the donor is",exact,2,3,3,ppo_medical,3,0,0,0,3,Transplant Services
"Prenatal care, including maternity education provided in a physician’s office as part of a prenatal visit",exact,2,3,3,ppo_medical,3,0,0,0,3,Maternity Care
We follow the recommendations of the Advisory Committee on Immunization Practices. We may also follow other sources as known to BCBSM.,exact,2,3,3,ppo_medical,3,0,0,0,3,Preventive Care Services
We pay for all other immunizations and preventive care benefits required by PPACA at the time the services are performed.,exact,2,3,3,ppo_medical,3,0,0,0,3,Preventive Care Services
Purging and/or positive stem cell selection of bone marrow or peripheral blood stem cells,exact,2,3,3,ppo_medical,3,0,0,0,3,Transplant Services
"Drugs, biologicals and solutions used including drugs taken home",exact,2,3,3,ppo_medical,3,0,0,3,0,Behavioral Health Services (Mental Health and Substance Use Disorder)
"Any drug or device prescribed for uses or in dosages other than those specifically approved by the Food and Drug Administration. This is often referred to as the off-label use of a drug or device. (However, we will pay for such drugs and the reasonable cost of supplies needed to administer them, if the prescriber can substantiate that the drug is recognized for treatment of the condition for which it was prescribed. See criteria under “Covered Drug” in the “Definition” section.)",exact,2,3,3,ppo_medical,0,3,0,0,3,Prescription Drugs
"Physical therapy (Page 86), speech language therapy (Page 121) or occupational therapy (Page 73) when medically necessary",exact,2,3,3,ppo_medical,3,0,0,0,3,Skilled Nursing Facility Services
A combined maximum of 30 habilitative and a combined maximum of 30 rehabilitative outpatient visits per member per member per calendar year.,exact,2,3,3,ppo_medical,3,0,0,0,3,Physical Therapy
Accidental Injury,exact,3,3,3,"dental,ppo_medical",0,0,3,0,3,
"If your physician tells you that you need surgery, you may choose to have a presurgical consultation with another physician. The consulting physician must be an MD, DO, podiatric physician or an oral surgeon. The physician must also be an in-network provider.",exact,2,3,3,ppo_medical,3,0,0,0,3,Surgery
Second opinion — a consultation to confirm the need for surgery,exact,2,3,3,ppo_medical,3,0,0,0,3,Surgery
Third opinion — allowed if the second opinion differs from the initial proposal for surgery,exact,2,3,3,ppo_medical,3,0,0,0,3,Surgery
Nonsurgical opinion — given to determine your medical tolerance for the proposed surgery,exact,2,3,3,ppo_medical,3,0,0,0,3,Surgery
Physician's surgical fee,exact,2,3,3,ppo_medical,3,0,0,3,0,Surgery
Medical care provided by the surgeon before and after surgery while the member is in the hospital,exact,2,3,3,ppo_medical,3,0,0,0,3,Surgery
Visits to the attending physician for the usual care before and after surgery,exact,2,3,3,ppo_medical,3,0,0,0,3,Surgery
"Operating room services, including delivery and surgical treatment rooms",exact,2,3,3,ppo_medical,3,0,0,3,0,Surgery
Sleep studies and surgeries to diagnose and treat sleep apnea,exact,2,3,3,ppo_medical,3,0,0,3,0,Surgery
Sterilization of female reproductive organs and male reproductive organs (whether or not medically necessary),exact,2,3,3,ppo_medical,3,0,0,0,3,Surgery
Cosmetic surgery is only payable for,exact,2,3,3,ppo_medical,3,0,0,3,0,Surgery
Blepharoplasty of upper lids,exact,2,3,3,ppo_medical,3,0,0,3,0,Surgery
Breast reduction,exact,2,3,3,ppo_medical,3,0,0,3,0,Surgery
Surgical treatment of male gynecomastia,exact,2,3,3,ppo_medical,3,0,0,3,0,Surgery
Panniculectomy,exact,2,3,3,ppo_medical,3,0,0,3,0,Surgery
Sleep apnea treatments,exact,2,3,3,ppo_medical,3,0,0,3,0,Surgery
Rhinoplasty,exact,2,3,3,ppo_medical,3,0,0,3,0,Surgery
